show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
6646,tv show,Mystery House 1864,Dir. 143,Actor 305,India,,2016.0,TV-MA,8 Seasons,Thriller,Unexpected events change everything.
6647,Movie,Urban Legends 1931,,,,04/18/2016,,PG-13,43 min,Action,
6648,MOVIE,Broken Dreams 1370,Dir. 178,Actor 1769,France,26-12-2023,1988.0,PG-13,126 min,Horror,
6649,Movie,Hidden Truth 356,Director 189,Actor 1074,Australia,24-03-2025,,TV-MA,7 Season,Romance,An emotional journey about life and relationships.
6650,tv show,Mystery House 1791,Director 15,,Germany,11/05/2015,2007.0,PG,,Romance,
5797,tv show,Midnight Tales 52,,"Actor 500, Actor 574",UK,2025-07-28,1989.0,R,,Thriller,A gripping thriller story full of twists.
3563,Movie,Last Kingdom 1120,,,Canada,,,,8 Season,Action,Unexpected events change everything.
6653,Movie,Last Kingdom 1702,,,Germany,02/21/2025,,TV-MA,57 min,Thriller,An emotional journey about life and relationships.
6654,Movie,Hidden Truth 831,Dir. 211,Actor 1934,India,08/13/2015,1989.0,TV-14,81 min,Sci-Fi,Unexpected events change everything.
6655,MOVIE,Urban Legends 29,,,Australia,"November 01, 2018",,,6 Season,Sci-Fi,
6656,Movie,Midnight Tales 36,Dir. 101,,Canada,,1999.0,NR,8 Seasons,Sci-Fi,
6657,Movie,Urban Legends 267,Director 60,"Actor 288, Actor 1261",Canada,2020-12-05,,PG,4 Season,Action,
6658,movie,Hidden Truth 576,Director 354,,UK,2019-01-13,2024.0,TV-MA,128 min,Drama,Unexpected events change everything.
6659,MOVIE,Ocean Secrets 1524,Dir. 42,"Actor 280, Actor 743",Germany,2022-10-20,1983.0,PG,8 Season,Thriller,A gripping thriller story full of twists.
6660,TV Show,Ocean Secrets 1,,,Canada,2023-09-22,,R,,Thriller,Unexpected events change everything.
1287,movie,Mystery House 796,,"Actor 109, Actor 1077",United States,06/05/2022,,PG,154 min,Documentary,
6662,MOVIE,Dark Crime 1259,Dir. 483,,UK,2015-06-17,1983.0,TV-14,73 min,Romance,An emotional journey about life and relationships.
6663,MOVIE,Lost City 417,,,,,1999.0,NR,31 min,Horror,Unexpected events change everything.
6664,TV Show,Broken Dreams 1184,Dir. 224,Actor 20,,28-02-2024,,TV-14,,Drama,A gripping drama story full of twists.
6665,tv show,Last Kingdom 32,Director 92,"Actor 123, Actor 543",France,"April 19, 2023",2017.0,PG-13,61 min,Drama,A gripping drama story full of twists.
6666,movie,Silent Voices 996,Director 274,,United States,2024-09-21,1988.0,PG,93 min,Sci-Fi,
4714,tv show,Secret Files 1977,,"Actor 265, Actor 1419",,,1993.0,,86 min,Romance,A gripping romance story full of twists.
6668,movie,Dark Crime 673,,,UK,,,R,,Documentary,An emotional journey about life and relationships.
6669,Movie,Last Kingdom 448,Dir. 437,,France,2018-05-03,1995.0,PG-13,1 Season,Documentary,Unexpected events change everything.
6670,TV Show,Hidden Truth 1362,,"Actor 36, Actor 553",,,2015.0,NR,5 Season,Horror,Unexpected events change everything.
6671,TV Show,Dark Crime 1242,,,,,2020.0,TV-14,54 min,Comedy,
6672,Movie,Urban Legends 1566,Dir. 271,Actor 506,France,11/07/2015,,PG,3 Season,Action,An emotional journey about life and relationships.
6673,MOVIE,Dark Crime 285,Director 468,,,03/01/2019,1992.0,NR,61 min,Thriller,
6674,TV Show,Secret Files 670,,Actor 92,United States,04-03-2017,,PG-13,12 Season,Documentary,A gripping documentary story full of twists.
6675,MOVIE,Dark Crime 1013,Dir. 90,,,,1983.0,R,,Comedy,Unexpected events change everything.
5528,TV Show,Hidden Truth 1969,Dir. 262,,,,,,,Romance,A gripping romance story full of twists.
6677,TV Show,Secret Files 1703,,,India,04/24/2019,1982.0,PG,12 Seasons,Horror,An emotional journey about life and relationships.
6678,Movie,Midnight Tales 216,,"Actor 78, Actor 828",Canada,,,TV-MA,3 Season,Romance,Unexpected events change everything.
6679,movie,Hidden Truth 116,Dir. 271,"Actor 310, Actor 728",,,,PG,,Action,Unexpected events change everything.
6680,movie,Midnight Tales 1311,,,Germany,2024-12-22,2006.0,TV-MA,,Sci-Fi,
6681,tv show,Secret Files 1843,Director 65,"Actor 121, Actor 1240",Canada,10/13/2020,2000.0,NR,6 Seasons,Drama,An emotional journey about life and relationships.
6682,TV Show,Silent Voices 330,Dir. 460,"Actor 440, Actor 638",Australia,,,R,7 Seasons,Comedy,Unexpected events change everything.
6683,TV Show,Urban Legends 11,,,France,,,TV-MA,,Drama,
6684,movie,Lost City 1707,Dir. 399,,Germany,"October 18, 2025",2018.0,,169 min,Action,
6685,movie,Silent Voices 809,,"Actor 25, Actor 1041",UK,04/24/2020,,R,123 min,Comedy,
6686,tv show,Love Story 959,Director 160,,,,,,80 min,Thriller,
6687,MOVIE,Love Story 1387,Dir. 437,Actor 398,,2026-01-09,,,12 Seasons,Drama,Unexpected events change everything.
6688,TV Show,Last Kingdom 3,,"Actor 30, Actor 697",,15-07-2018,,,162 min,Documentary,An emotional journey about life and relationships.
6689,MOVIE,Last Kingdom 281,,Actor 636,India,,2007.0,R,,Thriller,An emotional journey about life and relationships.
6690,Movie,Hidden Truth 682,Director 91,"Actor 181, Actor 1041",,2017-04-18,2016.0,R,188 min,Horror,
6691,TV Show,Love Story 877,Director 298,Actor 1259,UK,19-10-2021,2013.0,PG,10 Season,Comedy,
6692,TV Show,Urban Legends 778,,,UK,2018-02-28,1995.0,TV-MA,12 Seasons,Horror,A gripping horror story full of twists.
6693,MOVIE,Love Story 1629,Dir. 6,"Actor 234, Actor 1394",France,,2011.0,TV-14,,Action,
6694,Movie,Hidden Truth 691,Dir. 335,,India,10/08/2025,1991.0,R,,Horror,
6695,MOVIE,Ocean Secrets 1151,Director 241,,Canada,,,TV-14,52 min,Drama,
2615,TV Show,Ocean Secrets 1952,Dir. 210,Actor 1423,,,,R,84 min,Thriller,
6697,tv show,Last Kingdom 1995,Director 460,,Germany,02-12-2020,2003.0,TV-14,7 Seasons,Horror,An emotional journey about life and relationships.
6698,tv show,Broken Dreams 573,,,India,,2005.0,,12 Seasons,Romance,
6699,tv show,Love Story 1413,,"Actor 390, Actor 1416",Germany,,1980.0,R,,Sci-Fi,
6700,tv show,Last Kingdom 386,,"Actor 481, Actor 561",UK,"March 12, 2020",,PG,1 Season,Action,
6701,MOVIE,Lost City 1520,Director 294,,United States,,2011.0,R,75 min,Horror,A gripping horror story full of twists.
6702,tv show,Broken Dreams 1835,Director 327,"Actor 151, Actor 1163",India,"August 12, 2024",2004.0,TV-MA,,Documentary,Unexpected events change everything.
6703,Movie,Broken Dreams 487,Director 98,,Australia,15-05-2019,2008.0,R,174 min,Sci-Fi,Unexpected events change everything.
6704,TV Show,Midnight Tales 1353,Director 35,"Actor 451, Actor 736",Canada,01-06-2021,,PG,45 min,Romance,
6705,movie,Broken Dreams 604,Dir. 367,,France,03-07-2017,,,7 Seasons,Sci-Fi,A gripping sci-fi story full of twists.
6706,tv show,Lost City 907,Director 454,"Actor 211, Actor 1309",France,07-01-2019,,R,112 min,Sci-Fi,
6707,MOVIE,Lost City 10,,,France,"August 07, 2022",,,8 Seasons,Documentary,
6708,MOVIE,Secret Files 110,Dir. 174,,United States,"February 28, 2021",2020.0,PG,12 Season,Documentary,An emotional journey about life and relationships.
6709,tv show,Hidden Truth 1555,,,Australia,2020-08-12,,PG,,Comedy,
6710,TV Show,Last Kingdom 380,,"Actor 207, Actor 778",Canada,18-11-2023,,PG-13,9 Seasons,Sci-Fi,
6711,movie,Secret Files 238,Dir. 309,Actor 853,France,"February 17, 2020",,NR,,Comedy,Unexpected events change everything.
3934,MOVIE,Mystery House 1595,Director 500,,India,10/01/2017,,PG-13,41 min,Drama,
6713,movie,Lost City 1054,,"Actor 498, Actor 594",India,,,PG-13,,Comedy,A gripping comedy story full of twists.
6714,tv show,Secret Files 765,,Actor 1069,Australia,,1992.0,TV-14,7 Season,Comedy,
6715,Movie,Urban Legends 854,Director 483,,France,,1993.0,,4 Season,Drama,A gripping drama story full of twists.
6716,TV Show,Ocean Secrets 1456,Dir. 125,,France,,1996.0,PG,8 Seasons,Sci-Fi,A gripping sci-fi story full of twists.
6717,TV Show,Secret Files 971,,"Actor 200, Actor 510",Canada,2016-03-03,,TV-14,,Action,Unexpected events change everything.
6718,movie,Love Story 1225,Director 150,,Germany,21-07-2017,2024.0,,1 Seasons,Action,Unexpected events change everything.
6719,Movie,Lost City 531,,,UK,,,PG-13,7 Season,Sci-Fi,
6720,movie,Secret Files 555,Director 334,,UK,05/15/2016,,NR,42 min,Comedy,
6721,Movie,Love Story 1310,Dir. 494,,Germany,"December 21, 2020",,NR,80 min,Sci-Fi,Unexpected events change everything.
6722,MOVIE,Dark Crime 845,,Actor 1836,Germany,06/24/2019,,PG-13,,Sci-Fi,Unexpected events change everything.
6723,movie,Ocean Secrets 1777,,,United States,,,TV-MA,8 Season,Documentary,
6724,tv show,Secret Files 1782,Dir. 264,"Actor 240, Actor 679",,"May 31, 2022",,,,Drama,
6725,movie,Lost City 618,,Actor 925,,05/21/2022,,R,,Action,An emotional journey about life and relationships.
6726,tv show,Secret Files 1742,Director 215,"Actor 114, Actor 559",Australia,,,PG,62 min,Drama,Unexpected events change everything.
6727,MOVIE,Last Kingdom 838,Dir. 407,,,08/11/2022,1999.0,,,Sci-Fi,Unexpected events change everything.
6728,movie,Lost City 1246,,"Actor 233, Actor 1446",France,2018-11-08,1987.0,PG,11 Seasons,Sci-Fi,
6729,tv show,Lost City 378,,"Actor 303, Actor 832",,2017-11-10,,TV-MA,,Documentary,Unexpected events change everything.
6730,tv show,Broken Dreams 238,,"Actor 234, Actor 1321",,04/19/2016,,,56 min,Action,Unexpected events change everything.
6731,movie,Mystery House 295,,Actor 981,Canada,23-12-2016,1999.0,PG-13,85 min,Sci-Fi,Unexpected events change everything.
6732,movie,Silent Voices 1559,Dir. 481,"Actor 420, Actor 819",India,"June 24, 2021",1996.0,,7 Season,Drama,
6733,Movie,Ocean Secrets 1248,Dir. 434,"Actor 431, Actor 960",Germany,,1998.0,R,,Thriller,
6734,tv show,Midnight Tales 1345,,,India,,,,189 min,Comedy,A gripping comedy story full of twists.
6735,MOVIE,Secret Files 1829,Dir. 332,Actor 1490,,,2013.0,PG,129 min,Horror,
6736,movie,Dark Crime 1279,Director 134,"Actor 331, Actor 1292",United States,04-12-2023,2011.0,NR,8 Seasons,Documentary,An emotional journey about life and relationships.
6737,tv show,Urban Legends 237,,,Germany,,2013.0,PG-13,32 min,Documentary,An emotional journey about life and relationships.
6738,movie,Dark Crime 266,,"Actor 307, Actor 832",India,,2011.0,TV-14,124 min,Action,
6739,tv show,Lost City 1828,Dir. 292,Actor 1875,United States,04-11-2025,,PG-13,130 min,Sci-Fi,A gripping sci-fi story full of twists.
6740,MOVIE,Midnight Tales 906,Dir. 274,,France,"February 19, 2024",,R,9 Season,Documentary,
6741,Movie,Urban Legends 16,,,UK,2018-04-15,2005.0,PG-13,6 Season,Sci-Fi,
6742,MOVIE,Urban Legends 1823,Dir. 286,Actor 1219,United States,,1998.0,PG,65 min,Action,An emotional journey about life and relationships.
6743,tv show,Urban Legends 1845,Director 467,,UK,,,NR,,Action,Unexpected events change everything.
5957,TV Show,Ocean Secrets 570,Director 268,,Canada,,,NR,61 min,Thriller,Unexpected events change everything.
6745,tv show,Silent Voices 1618,,,United States,,1999.0,PG,,Horror,Unexpected events change everything.
2948,movie,Urban Legends 639,,Actor 1311,,,,PG,,Action,An emotional journey about life and relationships.
6747,Movie,Last Kingdom 1663,,,Canada,,,TV-MA,,Documentary,Unexpected events change everything.
6748,Movie,Mystery House 1400,Director 240,Actor 586,Canada,2022-03-02,,PG,172 min,Thriller,
6749,TV Show,Ocean Secrets 523,,,India,,2020.0,TV-14,,Horror,
6750,MOVIE,Lost City 580,,,France,,,,42 min,Documentary,
6751,Movie,Silent Voices 414,Dir. 32,,Australia,,2022.0,NR,,Thriller,
6752,MOVIE,Midnight Tales 321,,,,2023-12-27,1989.0,TV-MA,,Sci-Fi,An emotional journey about life and relationships.
6753,MOVIE,Midnight Tales 53,Dir. 354,Actor 705,France,,,TV-14,215 min,Drama,Unexpected events change everything.
6754,Movie,Hidden Truth 705,,Actor 892,France,,2006.0,TV-14,11 Seasons,Thriller,
6755,MOVIE,Lost City 1873,,"Actor 402, Actor 1335",,08/05/2015,,PG,87 min,Sci-Fi,Unexpected events change everything.
6756,tv show,Secret Files 1507,,,France,07-01-2026,1986.0,,7 Season,Horror,
6757,tv show,Midnight Tales 534,Director 427,,,05-12-2019,2021.0,NR,,Horror,Unexpected events change everything.
6758,tv show,Urban Legends 1143,,"Actor 121, Actor 1086",UK,11/25/2015,,PG,8 Season,Horror,
6759,movie,Urban Legends 348,Director 263,,Canada,12-07-2024,2017.0,TV-14,,Romance,
2050,tv show,Broken Dreams 1188,Director 436,,United States,"March 21, 2020",1983.0,PG,106 min,Action,An emotional journey about life and relationships.
6761,MOVIE,Broken Dreams 1920,,Actor 713,France,"December 13, 2023",,NR,7 Season,Thriller,Unexpected events change everything.
6762,tv show,Midnight Tales 1981,Director 200,Actor 428,,,,R,3 Season,Drama,A gripping drama story full of twists.
6763,tv show,Midnight Tales 1971,Director 154,,France,19-10-2021,,PG-13,4 Seasons,Comedy,An emotional journey about life and relationships.
6764,movie,Love Story 1383,,,France,2020-11-20,1984.0,NR,10 Season,Romance,Unexpected events change everything.
6765,movie,Silent Voices 1768,Director 116,,UK,03/15/2020,,TV-MA,6 Season,Horror,Unexpected events change everything.
6766,TV Show,Broken Dreams 91,Director 354,,France,,1996.0,PG,,Action,
6767,movie,Urban Legends 953,,,,2024-05-08,1989.0,TV-MA,2 Seasons,Horror,An emotional journey about life and relationships.
6768,movie,Midnight Tales 1285,Director 314,"Actor 229, Actor 1041",Canada,"June 02, 2018",,,76 min,Thriller,Unexpected events change everything.
3021,TV Show,Secret Files 139,,"Actor 131, Actor 553",,"October 10, 2016",1984.0,R,5 Seasons,Comedy,A gripping comedy story full of twists.
6770,MOVIE,Midnight Tales 335,Dir. 99,,India,02/22/2026,,TV-MA,177 min,Action,An emotional journey about life and relationships.
6771,tv show,Silent Voices 38,Director 202,,Germany,,,TV-14,,Thriller,Unexpected events change everything.
6772,tv show,Dark Crime 1453,Director 160,Actor 1395,UK,2023-05-10,,PG,,Horror,A gripping horror story full of twists.
6773,TV Show,Midnight Tales 927,,,UK,"May 11, 2016",,PG-13,7 Seasons,Romance,
6774,TV Show,Hidden Truth 1884,,"Actor 93, Actor 1258",,,,,,Action,
5240,MOVIE,Lost City 714,Director 442,,Australia,,1998.0,TV-MA,72 min,Action,An emotional journey about life and relationships.
6776,movie,Dark Crime 1152,,,,,,NR,,Action,
6777,MOVIE,Secret Files 114,,,Australia,"July 08, 2021",,NR,,Action,An emotional journey about life and relationships.
6778,tv show,Secret Files 804,,,Canada,07/16/2022,,PG,,Action,
6779,movie,Silent Voices 569,,,UK,12/08/2022,,NR,114 min,Romance,
6780,Movie,Mystery House 633,,,,04/22/2020,2022.0,,3 Season,Documentary,Unexpected events change everything.
2633,TV Show,Silent Voices 1912,Director 21,,Germany,2015-07-15,2000.0,R,68 min,Drama,
6782,TV Show,Urban Legends 1029,Dir. 318,,Germany,"December 05, 2019",,PG,,Comedy,An emotional journey about life and relationships.
6783,Movie,Lost City 1590,Dir. 202,,France,"May 13, 2020",,PG,58 min,Action,A gripping action story full of twists.
6784,TV Show,Broken Dreams 368,,,Canada,,2025.0,TV-14,70 min,Romance,
6785,tv show,Love Story 388,,,Australia,,2025.0,PG-13,11 Seasons,Thriller,Unexpected events change everything.
6786,TV Show,Midnight Tales 468,Director 492,Actor 1867,Germany,"February 09, 2021",1994.0,PG,68 min,Horror,Unexpected events change everything.
6787,tv show,Secret Files 367,Dir. 6,Actor 815,Australia,12/12/2020,,NR,127 min,Drama,An emotional journey about life and relationships.
6788,MOVIE,Love Story 1649,Dir. 273,"Actor 454, Actor 686",United States,10/25/2016,2023.0,R,114 min,Thriller,
6789,TV Show,Ocean Secrets 1231,,"Actor 234, Actor 1271",Canada,,2002.0,TV-14,7 Season,Horror,An emotional journey about life and relationships.
6790,movie,Dark Crime 1507,Director 176,,UK,,1991.0,,7 Seasons,Drama,A gripping drama story full of twists.
6791,movie,Lost City 1507,,,Canada,,,PG-13,,Sci-Fi,An emotional journey about life and relationships.
6792,movie,Dark Crime 877,Dir. 328,Actor 1397,India,,1989.0,PG,5 Season,Drama,A gripping drama story full of twists.
6793,tv show,Lost City 1570,,,United States,06/04/2023,1989.0,NR,43 min,Action,Unexpected events change everything.
6794,Movie,Dark Crime 285,,"Actor 470, Actor 1089",,2020-04-23,1995.0,TV-MA,,Sci-Fi,An emotional journey about life and relationships.
6795,movie,Last Kingdom 750,Dir. 82,Actor 1160,France,,,NR,8 Seasons,Drama,A gripping drama story full of twists.
6796,tv show,Broken Dreams 1792,,"Actor 302, Actor 591",,06/29/2020,,TV-14,181 min,Sci-Fi,Unexpected events change everything.
6797,TV Show,Ocean Secrets 433,Director 108,"Actor 103, Actor 539",France,,2022.0,TV-14,63 min,Comedy,An emotional journey about life and relationships.
6798,tv show,Last Kingdom 1844,Dir. 177,,UK,,2001.0,R,,Drama,
1475,Movie,Midnight Tales 693,Dir. 256,,India,"December 19, 2020",,NR,9 Seasons,Drama,
6800,tv show,Ocean Secrets 1392,Dir. 351,,UK,09/03/2022,,NR,77 min,Romance,An emotional journey about life and relationships.
6801,TV Show,Silent Voices 902,,,France,,2017.0,NR,170 min,Sci-Fi,
6802,MOVIE,Hidden Truth 1424,,Actor 845,India,01/23/2026,2011.0,PG-13,,Documentary,Unexpected events change everything.
6803,TV Show,Urban Legends 745,,,,"April 03, 2024",1994.0,TV-14,8 Season,Thriller,
6804,MOVIE,Last Kingdom 1563,,,,,,TV-MA,42 min,Drama,A gripping drama story full of twists.
6805,tv show,Ocean Secrets 340,,,India,02/18/2018,,PG-13,4 Seasons,Action,
5825,Movie,Last Kingdom 1634,,Actor 842,Germany,2023-11-20,,,11 Seasons,Sci-Fi,
6807,TV Show,Dark Crime 1001,Director 130,Actor 1997,Germany,,,,11 Season,Drama,
6808,TV Show,Broken Dreams 1211,Director 4,"Actor 362, Actor 1142",Australia,2017-09-14,2009.0,R,46 min,Horror,Unexpected events change everything.
6809,movie,Lost City 1026,Director 393,Actor 543,,16-09-2020,2022.0,TV-MA,122 min,Drama,A gripping drama story full of twists.
6810,MOVIE,Love Story 886,,"Actor 16, Actor 805",United States,2023-10-04,,PG-13,87 min,Documentary,An emotional journey about life and relationships.
6811,MOVIE,Midnight Tales 677,,,UK,2022-06-05,1985.0,TV-14,,Drama,An emotional journey about life and relationships.
6812,movie,Love Story 1901,,,United States,"March 27, 2018",1993.0,TV-MA,188 min,Horror,An emotional journey about life and relationships.
6813,TV Show,Ocean Secrets 1214,Director 172,Actor 1754,Australia,27-06-2023,,TV-MA,5 Season,Romance,
6814,MOVIE,Urban Legends 714,Dir. 379,"Actor 295, Actor 712",UK,2023-11-13,,PG-13,,Romance,
6815,MOVIE,Dark Crime 1173,,,Canada,,,,1 Seasons,Action,An emotional journey about life and relationships.
6816,movie,Dark Crime 209,Dir. 334,,India,"July 15, 2023",,PG-13,41 min,Drama,
6817,MOVIE,Mystery House 1639,Director 116,,Canada,11/21/2023,,PG-13,7 Season,Horror,An emotional journey about life and relationships.
6818,TV Show,Midnight Tales 207,,"Actor 470, Actor 1246",India,,,PG,,Sci-Fi,
6819,tv show,Urban Legends 1539,,,UK,,2016.0,NR,40 min,Documentary,
624,tv show,Secret Files 353,Dir. 238,,Australia,27-08-2017,,,,Documentary,A gripping documentary story full of twists.
6821,TV Show,Dark Crime 1926,Dir. 31,,Australia,29-08-2021,,R,86 min,Comedy,An emotional journey about life and relationships.
6822,MOVIE,Ocean Secrets 149,Director 376,"Actor 362, Actor 767",Australia,2016-09-02,,,10 Seasons,Action,
6823,TV Show,Love Story 1097,,,Australia,"January 12, 2021",1981.0,R,,Sci-Fi,
6824,tv show,Love Story 595,Dir. 227,Actor 1819,India,30-01-2024,2000.0,PG-13,,Romance,A gripping romance story full of twists.
6825,tv show,Midnight Tales 910,Director 244,,UK,"May 27, 2020",,NR,63 min,Sci-Fi,An emotional journey about life and relationships.
6826,tv show,Love Story 580,,Actor 811,Australia,"February 14, 2026",2001.0,PG-13,3 Season,Action,
6827,movie,Lost City 1705,Dir. 102,"Actor 64, Actor 1191",France,05-07-2020,2004.0,PG,,Sci-Fi,
6828,tv show,Silent Voices 1948,Director 373,,,01/04/2016,1982.0,TV-14,207 min,Sci-Fi,An emotional journey about life and relationships.
6829,Movie,Lost City 1525,Dir. 17,,UK,,,TV-14,,Romance,An emotional journey about life and relationships.
6830,movie,Silent Voices 571,Dir. 345,,,05-01-2025,2022.0,PG-13,82 min,Action,A gripping action story full of twists.
6831,movie,Love Story 411,,,,2025-05-27,,TV-MA,,Comedy,An emotional journey about life and relationships.
6832,tv show,Secret Files 1155,Dir. 268,"Actor 205, Actor 1468",India,,,,81 min,Action,Unexpected events change everything.
6833,Movie,Urban Legends 532,Dir. 54,Actor 1813,Germany,"March 12, 2025",,NR,,Horror,An emotional journey about life and relationships.
6834,Movie,Secret Files 1386,Dir. 52,"Actor 449, Actor 1078",France,,,,,Sci-Fi,An emotional journey about life and relationships.
6835,tv show,Broken Dreams 908,Dir. 415,,Germany,11/25/2018,,PG-13,2 Seasons,Romance,Unexpected events change everything.
6836,TV Show,Broken Dreams 1288,,,United States,10/06/2016,1990.0,TV-14,,Comedy,An emotional journey about life and relationships.
6837,TV Show,Lost City 1148,,"Actor 349, Actor 956",Germany,2025-08-21,,TV-14,10 Seasons,Romance,A gripping romance story full of twists.
6838,TV Show,Broken Dreams 1568,Dir. 355,"Actor 322, Actor 863",France,,,TV-MA,11 Seasons,Documentary,
6839,movie,Silent Voices 1309,Dir. 307,,,12/10/2022,1985.0,TV-MA,,Drama,
6840,movie,Secret Files 69,Director 437,Actor 652,Germany,,2005.0,TV-14,51 min,Horror,Unexpected events change everything.
6841,Movie,Hidden Truth 443,Director 365,"Actor 109, Actor 872",India,"March 29, 2020",,,6 Seasons,Romance,
6842,movie,Ocean Secrets 259,Director 13,Actor 1310,Australia,,,,212 min,Sci-Fi,
6843,TV Show,Secret Files 1686,Dir. 115,,Australia,10-04-2020,2012.0,R,7 Season,Action,An emotional journey about life and relationships.
6844,TV Show,Last Kingdom 1091,Director 268,Actor 1086,Australia,06-04-2016,1999.0,NR,90 min,Documentary,An emotional journey about life and relationships.
6845,movie,Urban Legends 106,,,India,24-02-2017,2021.0,PG-13,,Comedy,
6846,movie,Silent Voices 1070,Director 382,,Australia,13-07-2025,2002.0,,4 Season,Horror,An emotional journey about life and relationships.
5907,Movie,Last Kingdom 366,Director 46,Actor 1073,United States,16-09-2024,,TV-14,,Drama,An emotional journey about life and relationships.
6848,tv show,Midnight Tales 812,,"Actor 335, Actor 907",India,10/15/2019,2005.0,TV-14,,Thriller,
6849,movie,Lost City 1985,Dir. 300,Actor 140,France,01/22/2016,2024.0,PG-13,,Comedy,A gripping comedy story full of twists.
6850,tv show,Last Kingdom 1940,,,United States,12/08/2025,,PG,,Comedy,Unexpected events change everything.
6851,Movie,Love Story 1292,Dir. 291,Actor 749,United States,,,R,,Comedy,Unexpected events change everything.
6852,TV Show,Secret Files 1942,,,,"January 27, 2018",1997.0,TV-14,7 Seasons,Drama,Unexpected events change everything.
6853,TV Show,Lost City 1034,,"Actor 112, Actor 1226",United States,26-05-2022,,,,Thriller,Unexpected events change everything.
6854,Movie,Midnight Tales 1894,Dir. 183,,UK,"November 21, 2021",,PG-13,,Comedy,
6855,MOVIE,Silent Voices 1516,Director 1,,United States,25-02-2024,,TV-MA,,Romance,An emotional journey about life and relationships.
6856,TV Show,Secret Files 351,Director 493,Actor 1423,,06/13/2025,,TV-14,,Horror,Unexpected events change everything.
6857,Movie,Ocean Secrets 688,,"Actor 289, Actor 679",,05-09-2023,2018.0,NR,,Action,Unexpected events change everything.
6858,MOVIE,Ocean Secrets 455,,"Actor 126, Actor 680",Germany,21-10-2022,,TV-14,,Horror,Unexpected events change everything.
6859,TV Show,Lost City 1260,,,India,"April 07, 2018",2003.0,,7 Season,Romance,A gripping romance story full of twists.
6860,MOVIE,Secret Files 547,,,Canada,2025-09-25,,TV-14,,Comedy,
6861,Movie,Lost City 626,Dir. 305,,Germany,"April 29, 2018",,TV-MA,,Documentary,A gripping documentary story full of twists.
6862,Movie,Silent Voices 1684,,Actor 1228,,28-11-2020,2000.0,TV-14,10 Seasons,Romance,Unexpected events change everything.
6863,movie,Dark Crime 1206,Director 229,"Actor 299, Actor 1294",France,,2010.0,R,,Action,
6864,TV Show,Dark Crime 1303,,"Actor 477, Actor 853",India,"July 12, 2025",2007.0,TV-14,,Action,An emotional journey about life and relationships.
6865,movie,Midnight Tales 1848,Director 263,"Actor 356, Actor 1247",Germany,11-12-2021,,TV-14,5 Season,Sci-Fi,
1883,movie,Ocean Secrets 1347,Director 174,"Actor 265, Actor 768",United States,,,R,68 min,Sci-Fi,
6867,TV Show,Broken Dreams 1471,Director 299,Actor 888,,22-02-2020,1986.0,PG,11 Seasons,Thriller,
6868,movie,Hidden Truth 1338,,"Actor 136, Actor 651",,,1989.0,TV-MA,1 Season,Comedy,
6869,TV Show,Midnight Tales 221,,,Germany,,,NR,,Thriller,An emotional journey about life and relationships.
6870,movie,Hidden Truth 1856,Dir. 462,,Germany,2019-02-15,1998.0,TV-MA,5 Seasons,Comedy,Unexpected events change everything.
6871,Movie,Silent Voices 237,Dir. 332,Actor 980,United States,05-04-2023,2022.0,NR,99 min,Comedy,An emotional journey about life and relationships.
6872,TV Show,Ocean Secrets 618,,,United States,2025-05-20,2014.0,PG-13,,Documentary,
6873,movie,Dark Crime 94,Director 440,Actor 94,Canada,02/20/2020,,PG,,Documentary,A gripping documentary story full of twists.
6874,tv show,Mystery House 1620,Dir. 453,"Actor 383, Actor 1156",Canada,"March 03, 2020",,NR,49 min,Sci-Fi,Unexpected events change everything.
6875,MOVIE,Dark Crime 661,,Actor 1497,UK,09-09-2015,,,,Horror,Unexpected events change everything.
6876,MOVIE,Dark Crime 1372,Director 182,"Actor 173, Actor 1183",Canada,2020-03-19,2006.0,R,6 Season,Thriller,
6877,tv show,Broken Dreams 1772,,,India,2025-03-31,2012.0,PG-13,3 Season,Action,
6878,movie,Dark Crime 1188,,"Actor 321, Actor 897",Australia,,1988.0,TV-14,,Action,An emotional journey about life and relationships.
6879,tv show,Midnight Tales 261,Dir. 466,,Germany,06-04-2022,2008.0,PG-13,9 Seasons,Horror,
6880,movie,Midnight Tales 1938,Director 360,Actor 822,,06/22/2025,2011.0,R,1 Season,Sci-Fi,A gripping sci-fi story full of twists.
6881,MOVIE,Secret Files 608,,,,,2015.0,TV-14,,Action,
6882,movie,Lost City 1015,,,,"April 19, 2018",,TV-14,1 Season,Comedy,An emotional journey about life and relationships.
6883,TV Show,Lost City 488,,Actor 524,UK,"April 20, 2019",,NR,40 min,Horror,
6884,tv show,Secret Files 668,Director 123,"Actor 110, Actor 621",Australia,"January 22, 2018",1987.0,,,Documentary,
6885,tv show,Mystery House 1466,,"Actor 119, Actor 594",United States,2024-08-14,1981.0,,8 Season,Thriller,
6886,MOVIE,Last Kingdom 242,,Actor 1230,India,07/23/2016,1994.0,,86 min,Documentary,Unexpected events change everything.
6887,tv show,Mystery House 826,,,United States,02/28/2018,2004.0,R,4 Seasons,Sci-Fi,An emotional journey about life and relationships.
3876,TV Show,Mystery House 1940,Director 447,,UK,,2011.0,TV-14,,Thriller,
6889,MOVIE,Mystery House 862,Director 320,,Canada,2017-04-07,1996.0,PG-13,,Romance,
